Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	positive regulation of CD4-positive, alpha-beta T cell activation (GO:2000516)	3/13	1.049172e-05	5.253932e-04	0	0	9.194769e+01	1.054173e+03	HLA-DRA;LGALS9;HLA-DRB1
GO_Biological_Process_2021	T cell receptor signaling pathway (GO:0050852)	6/158	1.614594e-05	7.507860e-04	0	0	1.259338e+01	1.389534e+02	HLA-DRB5;LCK;HLA-DPB1;HLA-DRA;HLA-DRB1;HLA-DPA1
GO_Biological_Process_2021	regulation of immune response (GO:0050776)	6/179	3.265672e-05	1.417302e-03	0	0	1.105296e+01	1.141711e+02	SELL;ITGB2;ICAM2;HLA-DRA;HCST;HLA-DRB1
GO_Biological_Process_2021	antigen receptor-mediated signaling pathway (GO:0050851)	6/185	3.928017e-05	1.598212e-03	0	0	1.067922e+01	1.083385e+02	HLA-DRB5;LCK;HLA-DPB1;HLA-DRA;HLA-DRB1;HLA-DPA1
GO_Biological_Process_2021	regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043122)	6/224	1.132243e-04	4.335825e-03	0	0	8.751406e+00	7.951649e+01	RHOH;TNFAIP3;LGALS9;APOL3;HLA-DRB1;TRIM22
GO_Biological_Process_2021	positive regulation of lymphocyte proliferation (GO:0050671)	4/75	1.238518e-04	4.479308e-03	0	0	1.748327e+01	1.572870e+02	SASH3;GPR183;HLA-DPB1;HLA-DPA1
GO_Biological_Process_2021	regulation of T-helper cell differentiation (GO:0045622)	2/6	1.693542e-04	5.385702e-03	0	0	1.509697e+02	1.310948e+03	HLA-DRA;HLA-DRB1
GO_Biological_Process_2021	positive regulation of granulocyte differentiation (GO:0030854)	2/6	1.693542e-04	5.385702e-03	0	0	1.509697e+02	1.310948e+03	HCLS1;EVI2B
GO_Biological_Process_2021	positive regulation of immune effector process (GO:0002699)	3/32	1.737323e-04	5.385702e-03	0	0	3.167586e+01	2.742494e+02	HLA-DRA;LGALS9;HLA-DRB1
GO_Biological_Process_2021	regulation of interferon-gamma production (GO:0032649)	4/86	2.104004e-04	6.225938e-03	0	0	1.512957e+01	1.280945e+02	HLA-DPB1;LGALS9;HLA-DRB1;HLA-DPA1
GO_Biological_Process_2021	positive regulation of lymphocyte activation (GO:0051251)	3/35	2.275838e-04	6.441611e-03	0	0	2.870192e+01	2.407515e+02	LCK;HLA-DPB1;HLA-DPA1
GO_Biological_Process_2021	positive regulation of myeloid leukocyte differentiation (GO:0002763)	3/36	2.476705e-04	6.718063e-03	0	0	2.783077e+01	2.310903e+02	HCLS1;EVI2B;HLA-DRB1
GO_Biological_Process_2021	phagocytosis, engulfment (GO:0006911)	3/37	2.688696e-04	6.826532e-03	0	0	2.701086e+01	2.220639e+02	BIN2;ITGB2;RHOH
GO_Biological_Process_2021	regulation of peptidyl-tyrosine phosphorylation (GO:0050730)	4/92	2.726418e-04	6.826532e-03	0	0	1.409375e+01	1.156724e+02	ITGB2;HCLS1;PTPN6;SAMSN1
GO_Biological_Process_2021	regulation of viral entry into host cell (GO:0046596)	3/39	3.147089e-04	6.829885e-03	0	0	2.550769e+01	2.056905e+02	LGALS9;TRIM22;HLA-DRB1
GO_Biological_Process_2021	positive regulation of CD4-positive, alpha-beta T cell differentiation (GO:0043372)	2/8	3.147413e-04	6.829885e-03	0	0	1.006364e+02	8.115074e+02	HLA-DRA;HLA-DRB1
GO_Biological_Process_2021	regulation of CD4-positive, alpha-beta T cell activation (GO:2000514)	2/8	3.147413e-04	6.829885e-03	0	0	1.006364e+02	8.115074e+02	HLA-DRA;HLA-DRB1
GO_Biological_Process_2021	negative regulation of actin nucleation (GO:0051126)	2/8	3.147413e-04	6.829885e-03	0	0	1.006364e+02	8.115074e+02	GMFG;CORO1A
GO_Biological_Process_2021	negative regulation of cytokine production (GO:0001818)	5/182	3.871875e-04	8.130938e-03	0	0	8.857950e+00	6.959338e+01	PTGER4;TNFAIP3;PTPN6;LGALS9;HLA-DRB1
GO_Biological_Process_2021	positive regulation of memory T cell differentiation (GO:0043382)	2/9	4.037790e-04	8.214379e-03	0	0	8.625541e+01	6.740552e+02	HLA-DRA;HLA-DRB1
GO_Biological_Process_2021	positive regulation of T cell differentiation (GO:0045582)	3/43	4.208636e-04	8.302490e-03	0	0	2.295231e+01	1.784129e+02	RHOH;HLA-DRA;HLA-DRB1
GO_Biological_Process_2021	regulation of phosphatidylinositol 3-kinase signaling (GO:0014066)	4/106	4.677479e-04	8.364127e-03	0	0	1.215074e+01	9.316675e+01	PIK3IP1;HCLS1;PTPN6;HCST
GO_Biological_Process_2021	regulation of granulocyte differentiation (GO:0030852)	2/10	5.036159e-04	8.364127e-03	0	0	7.546970e+01	5.730940e+02	HCLS1;EVI2B
GO_Biological_Process_2021	regulation of memory T cell differentiation (GO:0043380)	2/10	5.036159e-04	8.364127e-03	0	0	7.546970e+01	5.730940e+02	HLA-DRA;HLA-DRB1
GO_Biological_Process_2021	positive regulation of viral entry into host cell (GO:0046598)	2/10	5.036159e-04	8.364127e-03	0	0	7.546970e+01	5.730940e+02	LGALS9;HLA-DRB1
GO_Biological_Process_2021	positive regulation by symbiont of entry into host (GO:0075294)	2/10	5.036159e-04	8.364127e-03	0	0	7.546970e+01	5.730940e+02	LGALS9;HLA-DRB1
GO_Biological_Process_2021	positive regulation of intracellular signal transduction (GO:1902533)	8/546	5.138136e-04	8.364127e-03	0	0	4.806444e+00	3.640232e+01	LCK;HCLS1;PTPN6;LGALS9;HCST;APOL3;HLA-DRB1;TRIM22
GO_Biological_Process_2021	negative regulation of tumor necrosis factor production (GO:0032720)	3/46	5.139248e-04	8.364127e-03	0	0	2.134776e+01	1.616759e+02	TNFAIP3;PTPN6;LGALS9
GO_Biological_Process_2021	regulation of T cell activation (GO:0050863)	3/47	5.476343e-04	8.695364e-03	0	0	2.086154e+01	1.566681e+02	LCK;HLA-DPB1;HLA-DPA1
GO_Biological_Process_2021	negative regulation of tumor necrosis factor superfamily cytokine production (GO:1903556)	3/48	5.827273e-04	9.032273e-03	0	0	2.039692e+01	1.519120e+02	TNFAIP3;PTPN6;LGALS9
GO_Biological_Process_2021	regulation of CD4-positive, alpha-beta T cell differentiation (GO:0043370)	2/12	7.353984e-04	1.113359e-02	0	0	6.036970e+01	4.355733e+02	HLA-DRA;HLA-DRB1
GO_Biological_Process_2021	mature B cell differentiation involved in immune response (GO:0002313)	2/13	8.672005e-04	1.283063e-02	0	0	5.487879e+01	3.869086e+02	GPR183;MFNG
GO_Biological_Process_2021	peptidyl-tyrosine modification (GO:0018212)	3/56	9.159793e-04	1.314388e-02	0	0	1.731118e+01	1.211006e+02	LCK;ABI3;PTPN6
GO_Biological_Process_2021	positive regulation of interferon-gamma production (GO:0032729)	3/57	9.645260e-04	1.314388e-02	0	0	1.698974e+01	1.179746e+02	HLA-DPB1;LGALS9;HLA-DPA1
GO_Biological_Process_2021	positive regulation of cytokine production (GO:0001819)	6/335	9.656021e-04	1.314388e-02	0	0	5.766154e+00	4.003301e+01	PTGER4;HLA-DPB1;LTB;LGALS9;LY9;HLA-DPA1
GO_Biological_Process_2021	antigen processing and presentation of endogenous peptide antigen (GO:0002483)	2/14	1.009515e-03	1.314388e-02	0	0	5.030303e+01	3.470047e+02	HLA-DRA;HLA-DRB1
GO_Biological_Process_2021	positive regulation of regulatory T cell differentiation (GO:0045591)	2/14	1.009515e-03	1.314388e-02	0	0	5.030303e+01	3.470047e+02	HLA-DRA;HLA-DRB1
GO_Biological_Process_2021	T-helper cell differentiation (GO:0042093)	2/14	1.009515e-03	1.314388e-02	0	0	5.030303e+01	3.470047e+02	PTGER4;GPR183
GO_Biological_Process_2021	inflammatory response (GO:0006954)	5/230	1.113966e-03	1.421944e-02	0	0	6.951323e+00	4.726781e+01	PTGER4;ITGB2;CXCR4;LGALS9;APOL3
GO_Biological_Process_2021	neutrophil degranulation (GO:0043312)	7/481	1.218274e-03	1.512879e-02	0	0	4.710728e+00	3.161050e+01	CD53;BIN2;SELL;GMFG;ITGB2;TBC1D10C;PTPN6
GO_Biological_Process_2021	stress-activated MAPK cascade (GO:0051403)	3/62	1.231683e-03	1.512879e-02	0	0	1.554602e+01	1.041486e+02	PTGER4;SH2D3C;LGALS9
GO_Biological_Process_2021	neutrophil activation involved in immune response (GO:0002283)	7/485	1.277752e-03	1.540401e-02	0	0	4.670348e+00	3.111691e+01	CD53;BIN2;SELL;GMFG;ITGB2;TBC1D10C;PTPN6
GO_Biological_Process_2021	neutrophil mediated immunity (GO:0002446)	7/488	1.323839e-03	1.540773e-02	0	0	4.640503e+00	3.075363e+01	CD53;BIN2;SELL;GMFG;ITGB2;TBC1D10C;PTPN6
GO_Biological_Process_2021	dendritic cell chemotaxis (GO:0002407)	2/16	1.325396e-03	1.540773e-02	0	0	4.311255e+01	2.856657e+02	GPR183;CXCR4
GO_Biological_Process_2021	regulation of small GTPase mediated signal transduction (GO:0051056)	4/141	1.359080e-03	1.552212e-02	0	0	9.030566e+00	5.961029e+01	FGD3;TAGAP;RHOH;ARHGAP15
GO_Biological_Process_2021	peptidyl-tyrosine phosphorylation (GO:0018108)	3/69	1.677637e-03	1.791141e-02	0	0	1.389231e+01	8.877697e+01	ABI3;LCK;PTPN6
GO_Biological_Process_2021	regulation of adaptive immune response (GO:0002819)	2/18	1.682481e-03	1.791141e-02	0	0	3.771970e+01	2.409340e+02	SASH3;SAMSN1
GO_Biological_Process_2021	leukocyte tethering or rolling (GO:0050901)	2/18	1.682481e-03	1.791141e-02	0	0	3.771970e+01	2.409340e+02	SELPLG;SELL
GO_Biological_Process_2021	dendritic cell migration (GO:0036336)	2/18	1.682481e-03	1.791141e-02	0	0	3.771970e+01	2.409340e+02	GPR183;CXCR4
GO_Biological_Process_2021	response to cytokine (GO:0034097)	4/150	1.705849e-03	1.791141e-02	0	0	8.470034e+00	5.398539e+01	HCLS1;CXCR4;PTPN6;LGALS9
GO_Biological_Process_2021	myeloid leukocyte differentiation (GO:0002573)	3/71	1.821246e-03	1.881954e-02	0	0	1.348235e+01	8.504984e+01	GPR183;LGALS9;HLA-DRB1
GO_Biological_Process_2021	leukocyte adhesion to vascular endothelial cell (GO:0061756)	2/19	1.876299e-03	1.908548e-02	0	0	3.549911e+01	2.228795e+02	SELPLG;SELL
GO_Biological_Process_2021	positive regulation of alpha-beta T cell activation (GO:0046635)	2/20	2.080210e-03	2.051843e-02	0	0	3.352525e+01	2.070280e+02	HLA-DRA;HLA-DRB1
GO_Biological_Process_2021	toll-like receptor 4 signaling pathway (GO:0034142)	2/20	2.080210e-03	2.051843e-02	0	0	3.352525e+01	2.070280e+02	ITGB2;LGALS9
GO_Biological_Process_2021	regulation of T cell proliferation (GO:0042129)	3/76	2.213182e-03	2.150420e-02	0	0	1.255574e+01	7.675732e+01	HLA-DPB1;HLA-DRB1;HLA-DPA1
GO_Biological_Process_2021	positive regulation of phosphatidylinositol 3-kinase signaling (GO:0014068)	3/77	2.297344e-03	2.199369e-02	0	0	1.238545e+01	7.525399e+01	HCLS1;PTPN6;HCST
GO_Biological_Process_2021	negative regulation of B cell activation (GO:0050869)	2/22	2.518032e-03	2.341770e-02	0	0	3.016970e+01	1.805438e+02	TNFAIP3;SAMSN1
GO_Biological_Process_2021	negative regulation of lymphocyte activation (GO:0051250)	2/22	2.518032e-03	2.341770e-02	0	0	3.016970e+01	1.805438e+02	TNFAIP3;SAMSN1
GO_Biological_Process_2021	positive regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043123)	4/171	2.745397e-03	2.454009e-02	0	0	7.397081e+00	4.362672e+01	LGALS9;APOL3;HLA-DRB1;TRIM22
GO_Biological_Process_2021	ERK1 and ERK2 cascade (GO:0070371)	2/23	2.751807e-03	2.454009e-02	0	0	2.873160e+01	1.693871e+02	PTGER4;LGALS9
GO_Biological_Process_2021	regulation of interleukin-4 production (GO:0032673)	2/23	2.751807e-03	2.454009e-02	0	0	2.873160e+01	1.693871e+02	LGALS9;HLA-DRB1
GO_Biological_Process_2021	positive regulation of viral life cycle (GO:1903902)	2/24	2.995401e-03	2.635143e-02	0	0	2.742424e+01	1.593534e+02	LGALS9;HLA-DRB1
GO_Biological_Process_2021	negative regulation of immune response (GO:0050777)	4/178	3.171101e-03	2.752516e-02	0	0	7.096983e+00	4.083374e+01	PTGER4;TNFAIP3;SAMSN1;HLA-DRB1
GO_Biological_Process_2021	positive regulation of T cell mediated cytotoxicity (GO:0001916)	2/26	3.511776e-03	3.008113e-02	0	0	2.513636e+01	1.420615e+02	HLA-DRA;HLA-DRB1
GO_Biological_Process_2021	regulation of actin cytoskeleton organization (GO:0032956)	3/91	3.688482e-03	3.118443e-02	0	0	1.040769e+01	5.830952e+01	ABI3;RHOH;CORO1A
GO_Biological_Process_2021	regulation of B cell activation (GO:0050864)	2/28	4.066620e-03	3.351101e-02	0	0	2.320047e+01	1.277172e+02	TNFAIP3;SAMSN1
GO_Biological_Process_2021	leukocyte cell-cell adhesion (GO:0007159)	2/28	4.066620e-03	3.351101e-02	0	0	2.320047e+01	1.277172e+02	ITGB2;FERMT3
GO_Biological_Process_2021	regulation of T cell mediated cytotoxicity (GO:0001914)	2/29	4.358303e-03	3.502784e-02	0	0	2.234007e+01	1.214333e+02	HLA-DRA;HLA-DRB1
GO_Biological_Process_2021	negative regulation of interferon-gamma production (GO:0032689)	2/29	4.358303e-03	3.502784e-02	0	0	2.234007e+01	1.214333e+02	LGALS9;HLA-DRB1
GO_Biological_Process_2021	positive regulation of B cell proliferation (GO:0030890)	2/30	4.659404e-03	3.654545e-02	0	0	2.154113e+01	1.156515e+02	SASH3;GPR183
GO_Biological_Process_2021	plasma membrane invagination (GO:0099024)	2/30	4.659404e-03	3.654545e-02	0	0	2.154113e+01	1.156515e+02	BIN2;ITGB2
GO_Biological_Process_2021	negative regulation of interleukin-6 production (GO:0032715)	2/31	4.969859e-03	3.806327e-02	0	0	2.079728e+01	1.103164e+02	TNFAIP3;PTPN6
GO_Biological_Process_2021	negative regulation of peptidyl-tyrosine phosphorylation (GO:0050732)	2/31	4.969859e-03	3.806327e-02	0	0	2.079728e+01	1.103164e+02	PTPN6;SAMSN1
GO_Biological_Process_2021	regulation of chemotaxis (GO:0050920)	2/32	5.289602e-03	4.004106e-02	0	0	2.010303e+01	1.053803e+02	GPR183;CXCR4
GO_Biological_Process_2021	positive regulation of interleukin-12 production (GO:0032735)	2/34	5.956694e-03	4.457250e-02	0	0	1.884470e+01	9.654590e+01	LGALS9;LTB
GO_Biological_Process_2021	regulation of interleukin-6 production (GO:0032675)	3/110	6.259341e-03	4.559831e-02	0	0	8.551402e+00	4.338708e+01	TNFAIP3;PTPN6;LGALS9
GO_Biological_Process_2021	regulation of T cell receptor signaling pathway (GO:0050856)	2/35	6.303914e-03	4.559831e-02	0	0	1.827273e+01	9.258032e+01	PVRIG;LCK
GO_Biological_Process_2021	negative regulation of T cell proliferation (GO:0042130)	2/35	6.303914e-03	4.559831e-02	0	0	1.827273e+01	9.258032e+01	LGALS9;HLA-DRB1
GO_Biological_Process_2021	positive regulation of T cell mediated immunity (GO:0002711)	2/36	6.660165e-03	4.764580e-02	0	0	1.773440e+01	8.887793e+01	HLA-DRA;HLA-DRB1
GO_Biological_Process_2021	regulation of actin cytoskeleton reorganization (GO:2000249)	2/37	7.025383e-03	4.971222e-02	0	0	1.722684e+01	8.541456e+01	ABI3;HCLS1
GO_Biological_Process_2021	cytoskeleton organization (GO:0007010)	3/120	7.951502e-03	5.566052e-02	0	0	7.816568e+00	3.778837e+01	FGD3;RHOH;TNFAIP3
GO_Biological_Process_2021	negative regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043124)	2/40	8.174211e-03	5.661076e-02	0	0	1.586443e+01	7.625670e+01	TNFAIP3;RHOH
GO_Biological_Process_2021	cellular response to organic substance (GO:0071310)	3/123	8.506641e-03	5.754752e-02	0	0	7.620000e+00	3.632384e+01	HCLS1;CXCR4;PTPN6
GO_Biological_Process_2021	JNK cascade (GO:0007254)	2/41	8.574669e-03	5.754752e-02	0	0	1.545688e+01	7.355839e+01	PTGER4;SH2D3C
GO_Biological_Process_2021	T cell differentiation (GO:0030217)	2/41	8.574669e-03	5.754752e-02	0	0	1.545688e+01	7.355839e+01	LCK;RHOH
GO_Biological_Process_2021	regulation of tumor necrosis factor production (GO:0032680)	3/124	8.696629e-03	5.777047e-02	0	0	7.556643e+00	3.585491e+01	TNFAIP3;PTPN6;LGALS9
GO_Biological_Process_2021	regulation of ERK1 and ERK2 cascade (GO:0070372)	4/238	8.785546e-03	5.777162e-02	0	0	5.261218e+00	2.491001e+01	GPR183;PTPN6;LGALS9;HLA-DRB1
GO_Biological_Process_2021	positive regulation of leukocyte mediated cytotoxicity (GO:0001912)	2/43	9.401486e-03	6.120367e-02	0	0	1.470140e+01	6.860980e+01	HLA-DRA;HLA-DRB1
GO_Biological_Process_2021	regulation of B cell proliferation (GO:0030888)	2/46	1.070554e-02	6.900305e-02	0	0	1.369697e+01	6.214306e+01	SASH3;GPR183
GO_Biological_Process_2021	regulation of interleukin-10 production (GO:0032653)	2/48	1.161676e-02	7.414226e-02	0	0	1.310013e+01	5.836510e+01	LGALS9;HLA-DRB1
GO_Biological_Process_2021	regulation of interleukin-12 production (GO:0032655)	2/51	1.304515e-02	8.245043e-02	0	0	1.229623e+01	5.335750e+01	LGALS9;LTB
GO_Biological_Process_2021	myeloid cell differentiation (GO:0030099)	2/52	1.353747e-02	8.461656e-02	0	0	1.204970e+01	5.184134e+01	HCLS1;EVI2B
GO_Biological_Process_2021	positive regulation of cytosolic calcium ion concentration (GO:0007204)	3/147	1.376397e-02	8.461656e-02	0	0	6.342308e+00	2.718123e+01	PTGER4;CD52;CXCR4
GO_Biological_Process_2021	regulation of cytosolic calcium ion concentration (GO:0051480)	3/148	1.401514e-02	8.461656e-02	0	0	6.298249e+00	2.687852e+01	PTGER4;CD52;CXCR4
GO_Biological_Process_2021	positive regulation of B cell activation (GO:0050871)	2/53	1.403777e-02	8.461656e-02	0	0	1.181283e+01	5.039360e+01	SASH3;GPR183
GO_Biological_Process_2021	regulation of immune effector process (GO:0002697)	2/53	1.403777e-02	8.461656e-02	0	0	1.181283e+01	5.039360e+01	HLA-DRA;HLA-DRB1
GO_Biological_Process_2021	regulation of cytokine production (GO:0001817)	3/150	1.452531e-02	8.675209e-02	0	0	6.211931e+00	2.628804e+01	PTGER4;LGALS9;HLA-DRB1
GO_Biological_Process_2021	positive regulation of CD4-positive, alpha-beta T cell proliferation (GO:2000563)	1/5	1.688633e-02	9.010657e-02	0	0	7.435821e+01	3.034745e+02	LGALS9
GO_Biological_Process_2021	positive regulation of dendritic cell differentiation (GO:2001200)	1/5	1.688633e-02	9.010657e-02	0	0	7.435821e+01	3.034745e+02	LGALS9
GO_Biological_Process_2021	negative regulation of mast cell activation involved in immune response (GO:0033007)	1/5	1.688633e-02	9.010657e-02	0	0	7.435821e+01	3.034745e+02	LGALS9
GO_Biological_Process_2021	regulation of germinal center formation (GO:0002634)	1/5	1.688633e-02	9.010657e-02	0	0	7.435821e+01	3.034745e+02	TNFAIP3
GO_Biological_Process_2021	regulation of glial cell migration (GO:1903975)	1/5	1.688633e-02	9.010657e-02	0	0	7.435821e+01	3.034745e+02	GPR183
GO_Biological_Process_2021	chemokine (C-X-C motif) ligand 12 signaling pathway (GO:0038146)	1/5	1.688633e-02	9.010657e-02	0	0	7.435821e+01	3.034745e+02	CXCR4
GO_Biological_Process_2021	mature conventional dendritic cell differentiation (GO:0097029)	1/5	1.688633e-02	9.010657e-02	0	0	7.435821e+01	3.034745e+02	LGALS9
GO_Biological_Process_2021	toll-like receptor 2 signaling pathway (GO:0034134)	1/5	1.688633e-02	9.010657e-02	0	0	7.435821e+01	3.034745e+02	LGALS9
GO_Biological_Process_2021	p38MAPK cascade (GO:0038066)	1/5	1.688633e-02	9.010657e-02	0	0	7.435821e+01	3.034745e+02	LGALS9
GO_Biological_Process_2021	regulation of neutrophil degranulation (GO:0043313)	1/5	1.688633e-02	9.010657e-02	0	0	7.435821e+01	3.034745e+02	ITGB2
GO_Biological_Process_2021	regulation of postsynaptic density organization (GO:1905874)	1/5	1.688633e-02	9.010657e-02	0	0	7.435821e+01	3.034745e+02	ABI3
GO_Biological_Process_2021	protein K29-linked deubiquitination (GO:0035523)	1/5	1.688633e-02	9.010657e-02	0	0	7.435821e+01	3.034745e+02	TNFAIP3
GO_Biological_Process_2021	negative regulation of adaptive immune response (GO:0002820)	1/5	1.688633e-02	9.010657e-02	0	0	7.435821e+01	3.034745e+02	SAMSN1
GO_Biological_Process_2021	innate immune response (GO:0045087)	4/302	1.949910e-02	9.474504e-02	0	0	4.117869e+00	1.621364e+01	LCK;SLA;CORO1A;TRIM22
GO_Biological_Process_2021	regulation of innate immune response (GO:0045088)	2/64	2.005214e-02	9.474504e-02	0	0	9.711632e+00	3.796685e+01	TNFAIP3;PTPN6
GO_Biological_Process_2021	plasma membrane organization (GO:0007009)	2/64	2.005214e-02	9.474504e-02	0	0	9.711632e+00	3.796685e+01	BIN2;CXCR4
GO_Biological_Process_2021	negative regulation of Arp2/3 complex-mediated actin nucleation (GO:0034316)	1/6	2.022974e-02	9.474504e-02	0	0	5.948358e+01	2.320218e+02	GMFG
GO_Biological_Process_2021	negative regulation of cellular extravasation (GO:0002692)	1/6	2.022974e-02	9.474504e-02	0	0	5.948358e+01	2.320218e+02	PTGER4
GO_Biological_Process_2021	regulation of T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell (GO:2001188)	1/6	2.022974e-02	9.474504e-02	0	0	5.948358e+01	2.320218e+02	LGALS9
GO_Biological_Process_2021	negative regulation of lamellipodium organization (GO:1902744)	1/6	2.022974e-02	9.474504e-02	0	0	5.948358e+01	2.320218e+02	ABI3
GO_Biological_Process_2021	positive regulation of immune response to tumor cell (GO:0002839)	1/6	2.022974e-02	9.474504e-02	0	0	5.948358e+01	2.320218e+02	HLA-DRB1
GO_Biological_Process_2021	negative regulation of myeloid leukocyte mediated immunity (GO:0002887)	1/6	2.022974e-02	9.474504e-02	0	0	5.948358e+01	2.320218e+02	LGALS9
GO_Biological_Process_2021	regulation of excitatory synapse assembly (GO:1904889)	1/6	2.022974e-02	9.474504e-02	0	0	5.948358e+01	2.320218e+02	ABI3
GO_Biological_Process_2021	negative regulation of toll-like receptor 2 signaling pathway (GO:0034136)	1/6	2.022974e-02	9.474504e-02	0	0	5.948358e+01	2.320218e+02	TNFAIP3
GO_Biological_Process_2021	lipoxin metabolic process (GO:2001300)	1/6	2.022974e-02	9.474504e-02	0	0	5.948358e+01	2.320218e+02	ALOX5AP
GO_Biological_Process_2021	T-helper 17 cell lineage commitment (GO:0072540)	1/6	2.022974e-02	9.474504e-02	0	0	5.948358e+01	2.320218e+02	LY9
GO_Biological_Process_2021	regulation of long-chain fatty acid import across plasma membrane (GO:0010746)	1/6	2.022974e-02	9.474504e-02	0	0	5.948358e+01	2.320218e+02	ACSL5
GO_Biological_Process_2021	positive regulation of T cell mediated immune response to tumor cell (GO:0002842)	1/6	2.022974e-02	9.474504e-02	0	0	5.948358e+01	2.320218e+02	HLA-DRB1
GO_Biological_Process_2021	protein deubiquitination involved in ubiquitin-dependent protein catabolic process (GO:0071947)	1/6	2.022974e-02	9.474504e-02	0	0	5.948358e+01	2.320218e+02	TNFAIP3
GO_Biological_Process_2021	negative regulation of amyloid precursor protein biosynthetic process (GO:0042985)	1/6	2.022974e-02	9.474504e-02	0	0	5.948358e+01	2.320218e+02	ITM2A
GO_Biological_Process_2021	positive regulation of ERK1 and ERK2 cascade (GO:0070374)	3/172	2.083175e-02	9.686766e-02	0	0	5.397269e+00	2.089432e+01	GPR183;LGALS9;HLA-DRB1
GO_Biological_Process_2021	positive regulation of T cell proliferation (GO:0042102)	2/66	2.124288e-02	9.807884e-02	0	0	9.407197e+00	3.623402e+01	HLA-DPB1;HLA-DPA1
GO_Biological_Process_2021	cell chemotaxis (GO:0060326)	2/69	2.308288e-02	1.002596e-01	0	0	8.984622e+00	3.386002e+01	BIN2;CXCR4
GO_Biological_Process_2021	regulation of T cell mediated immune response to tumor cell (GO:0002840)	1/7	2.356194e-02	1.002596e-01	0	0	4.956716e+01	1.857838e+02	HLA-DRB1
GO_Biological_Process_2021	regulation of dopamine metabolic process (GO:0042053)	1/7	2.356194e-02	1.002596e-01	0	0	4.956716e+01	1.857838e+02	ITGB2
