Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2021,response to cytokine (GO:0034097),4/150,0.0017058488547135,0.0179114129744921,0,0,8.470034246575343,53.9853931603963,HCLS1;CXCR4;PTPN6;LGALS9
GO_Biological_Process_2021,myeloid leukocyte differentiation (GO:0002573),3/71,0.0018212460905116,0.0188195429352869,0,0,13.48235294117647,85.0498419026256,GPR183;LGALS9;HLA-DRB1
GO_Biological_Process_2021,leukocyte adhesion to vascular endothelial cell (GO:0061756),2/19,0.0018762991031729,0.0190854799400877,0,0,35.49910873440285,222.8795213878254,SELPLG;SELL
GO_Biological_Process_2021,positive regulation of alpha-beta T cell activation (GO:0046635),2/20,0.0020802097196089,0.0205184322343244,0,0,33.525252525252526,207.02804146104276,HLA-DRA;HLA-DRB1
GO_Biological_Process_2021,toll-like receptor 4 signaling pathway (GO:0034142),2/20,0.0020802097196089,0.0205184322343244,0,0,33.525252525252526,207.02804146104276,ITGB2;LGALS9
GO_Biological_Process_2021,regulation of T cell proliferation (GO:0042129),3/76,0.002213182258085,0.0215042037315429,0,0,12.555742887249735,76.75732261509744,HLA-DPB1;HLA-DRB1;HLA-DPA1
GO_Biological_Process_2021,positive regulation of phosphatidylinositol 3-kinase signaling (GO:0014068),3/77,0.0022973443046233,0.0219936932692621,0,0,12.385446985446986,75.25399413146187,HCLS1;PTPN6;HCST
GO_Biological_Process_2021,negative regulation of B cell activation (GO:0050869),2/22,0.0025180320994553,0.0234176985249348,0,0,30.169696969696968,180.5438416371124,TNFAIP3;SAMSN1
GO_Biological_Process_2021,negative regulation of lymphocyte activation (GO:0051250),2/22,0.0025180320994553,0.0234176985249348,0,0,30.169696969696968,180.5438416371124,TNFAIP3;SAMSN1
GO_Biological_Process_2021,positive regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043123),4/171,0.0027453974719119,0.02454008924679,0,0,7.397080838323354,43.6267209607359,LGALS9;APOL3;HLA-DRB1;TRIM22
GO_Biological_Process_2021,ERK1 and ERK2 cascade (GO:0070371),2/23,0.0027518072427276,0.02454008924679,0,0,28.73160173160173,169.38708342077788,PTGER4;LGALS9
GO_Biological_Process_2021,regulation of interleukin-4 production (GO:0032673),2/23,0.0027518072427276,0.02454008924679,0,0,28.73160173160173,169.38708342077788,LGALS9;HLA-DRB1
GO_Biological_Process_2021,positive regulation of viral life cycle (GO:1903902),2/24,0.0029954011693546,0.0263514346114847,0,0,27.424242424242426,159.35341771425578,LGALS9;HLA-DRB1
GO_Biological_Process_2021,negative regulation of immune response (GO:0050777),4/178,0.0031711014289556,0.0275251604033352,0,0,7.0969827586206895,40.83374148212613,PTGER4;TNFAIP3;SAMSN1;HLA-DRB1
GO_Biological_Process_2021,positive regulation of T cell mediated cytotoxicity (GO:0001916),2/26,0.0035117758263918,0.0300811324076459,0,0,25.13636363636364,142.0615131867415,HLA-DRA;HLA-DRB1
GO_Biological_Process_2021,regulation of actin cytoskeleton organization (GO:0032956),3/91,0.003688481510957,0.0311844345926367,0,0,10.407692307692308,58.30951683558848,ABI3;RHOH;CORO1A
GO_Biological_Process_2021,regulation of B cell activation (GO:0050864),2/28,0.0040666203013127,0.033511010331071,0,0,23.2004662004662,127.71724440818856,TNFAIP3;SAMSN1
GO_Biological_Process_2021,leukocyte cell-cell adhesion (GO:0007159),2/28,0.0040666203013127,0.033511010331071,0,0,23.2004662004662,127.71724440818856,ITGB2;FERMT3
GO_Biological_Process_2021,regulation of T cell mediated cytotoxicity (GO:0001914),2/29,0.0043583027397844,0.0350278405382676,0,0,22.34006734006734,121.43329141490818,HLA-DRA;HLA-DRB1
GO_Biological_Process_2021,negative regulation of interferon-gamma production (GO:0032689),2/29,0.0043583027397844,0.0350278405382676,0,0,22.34006734006734,121.43329141490818,LGALS9;HLA-DRB1
GO_Biological_Process_2021,positive regulation of B cell proliferation (GO:0030890),2/30,0.0046594041129255,0.0365454467170427,0,0,21.541125541125545,115.65145339322927,SASH3;GPR183
GO_Biological_Process_2021,plasma membrane invagination (GO:0099024),2/30,0.0046594041129255,0.0365454467170427,0,0,21.541125541125545,115.65145339322927,BIN2;ITGB2
GO_Biological_Process_2021,negative regulation of interleukin-6 production (GO:0032715),2/31,0.0049698589293484,0.038063272505951,0,0,20.79728317659352,110.31635651344553,TNFAIP3;PTPN6
GO_Biological_Process_2021,negative regulation of peptidyl-tyrosine phosphorylation (GO:0050732),2/31,0.0049698589293484,0.038063272505951,0,0,20.79728317659352,110.31635651344553,PTPN6;SAMSN1
GO_Biological_Process_2021,regulation of chemotaxis (GO:0050920),2/32,0.0052896020248526,0.0400410571881286,0,0,20.1030303030303,105.38033146318956,GPR183;CXCR4
GO_Biological_Process_2021,positive regulation of interleukin-12 production (GO:0032735),2/34,0.0059566939997746,0.0445725033776241,0,0,18.84469696969697,96.54589870420406,LGALS9;LTB
GO_Biological_Process_2021,regulation of interleukin-6 production (GO:0032675),3/110,0.0062593408467028,0.0455983124132927,0,0,8.551401869158878,43.38708001731981,TNFAIP3;PTPN6;LGALS9
GO_Biological_Process_2021,regulation of T cell receptor signaling pathway (GO:0050856),2/35,0.0063039141585197,0.0455983124132927,0,0,18.272727272727277,92.58031756768877,PVRIG;LCK
GO_Biological_Process_2021,negative regulation of T cell proliferation (GO:0042130),2/35,0.0063039141585197,0.0455983124132927,0,0,18.272727272727277,92.58031756768877,LGALS9;HLA-DRB1
GO_Biological_Process_2021,positive regulation of T cell mediated immunity (GO:0002711),2/36,0.0066601651535454,0.047645796867671,0,0,17.73440285204991,88.87792835692386,HLA-DRA;HLA-DRB1
GO_Biological_Process_2021,regulation of actin cytoskeleton reorganization (GO:2000249),2/37,0.0070253834196355,0.0497122239802473,0,0,17.226839826839825,85.41455627171527,ABI3;HCLS1
GO_Biological_Process_2021,cytoskeleton organization (GO:0007010),3/120,0.007951502175907,0.0556605152313496,0,0,7.816568047337278,37.788372914242,FGD3;RHOH;TNFAIP3
GO_Biological_Process_2021,negative regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043124),2/40,0.0081742109725009,0.0566107589691287,0,0,15.864433811802233,76.25670171031994,TNFAIP3;RHOH
GO_Biological_Process_2021,cellular response to organic substance (GO:0071310),3/123,0.0085066405985343,0.0575475209429838,0,0,7.62,36.32384028293845,HCLS1;CXCR4;PTPN6
GO_Biological_Process_2021,JNK cascade (GO:0007254),2/41,0.0085746690191542,0.0575475209429838,0,0,15.456876456876456,73.55839223915375,PTGER4;SH2D3C
GO_Biological_Process_2021,T cell differentiation (GO:0030217),2/41,0.0085746690191542,0.0575475209429838,0,0,15.456876456876456,73.55839223915375,LCK;RHOH
GO_Biological_Process_2021,regulation of tumor necrosis factor production (GO:0032680),3/124,0.0086966292801961,0.0577704659327315,0,0,7.556643356643357,35.85491077419694,TNFAIP3;PTPN6;LGALS9
GO_Biological_Process_2021,regulation of ERK1 and ERK2 cascade (GO:0070372),4/238,0.008785545712004,0.057771618772875,0,0,5.261217948717949,24.9100120956552,GPR183;PTPN6;LGALS9;HLA-DRB1
GO_Biological_Process_2021,positive regulation of leukocyte mediated cytotoxicity (GO:0001912),2/43,0.0094014859803731,0.0612036737322294,0,0,14.70140428677014,68.60980018036983,HLA-DRA;HLA-DRB1
GO_Biological_Process_2021,regulation of B cell proliferation (GO:0030888),2/46,0.010705542973315,0.0690030542141395,0,0,13.696969696969695,62.14306435802923,SASH3;GPR183
GO_Biological_Process_2021,regulation of interleukin-10 production (GO:0032653),2/48,0.0116167597830401,0.0741422609682269,0,0,13.100131752305666,58.36510102971351,LGALS9;HLA-DRB1
GO_Biological_Process_2021,regulation of interleukin-12 production (GO:0032655),2/51,0.0130451531567721,0.082450434029696,0,0,12.296227581941867,53.35749522432904,LGALS9;LTB
GO_Biological_Process_2021,myeloid cell differentiation (GO:0030099),2/52,0.0135374651522263,0.0846165554840579,0,0,12.049696969696967,51.84134187640708,HCLS1;EVI2B
GO_Biological_Process_2021,positive regulation of cytosolic calcium ion concentration (GO:0007204),3/147,0.0137639696368881,0.0846165554840579,0,0,6.342307692307692,27.181234400391325,PTGER4;CD52;CXCR4
GO_Biological_Process_2021,regulation of cytosolic calcium ion concentration (GO:0051480),3/148,0.0140151419049211,0.0846165554840579,0,0,6.298249336870026,26.87851574627472,PTGER4;CD52;CXCR4
GO_Biological_Process_2021,positive regulation of B cell activation (GO:0050871),2/53,0.0140377695733921,0.0846165554840579,0,0,11.81283422459893,50.39359516285688,SASH3;GPR183
GO_Biological_Process_2021,regulation of immune effector process (GO:0002697),2/53,0.0140377695733921,0.0846165554840579,0,0,11.81283422459893,50.39359516285688,HLA-DRA;HLA-DRB1
GO_Biological_Process_2021,regulation of cytokine production (GO:0001817),3/150,0.0145253110910678,0.0867520873420656,0,0,6.211930926216641,26.288037904781717,PTGER4;LGALS9;HLA-DRB1
GO_Biological_Process_2021,"positive regulation of CD4-positive, alpha-beta T cell proliferation (GO:2000563)",1/5,0.016886331477543,0.0901065720645942,0,0,74.35820895522389,303.4744977483959,LGALS9
GO_Biological_Process_2021,positive regulation of dendritic cell differentiation (GO:2001200),1/5,0.016886331477543,0.0901065720645942,0,0,74.35820895522389,303.4744977483959,LGALS9
GO_Biological_Process_2021,negative regulation of mast cell activation involved in immune response (GO:0033007),1/5,0.016886331477543,0.0901065720645942,0,0,74.35820895522389,303.4744977483959,LGALS9
GO_Biological_Process_2021,regulation of germinal center formation (GO:0002634),1/5,0.016886331477543,0.0901065720645942,0,0,74.35820895522389,303.4744977483959,TNFAIP3
GO_Biological_Process_2021,regulation of glial cell migration (GO:1903975),1/5,0.016886331477543,0.0901065720645942,0,0,74.35820895522389,303.4744977483959,GPR183
GO_Biological_Process_2021,chemokine (C-X-C motif) ligand 12 signaling pathway (GO:0038146),1/5,0.016886331477543,0.0901065720645942,0,0,74.35820895522389,303.4744977483959,CXCR4
GO_Biological_Process_2021,mature conventional dendritic cell differentiation (GO:0097029),1/5,0.016886331477543,0.0901065720645942,0,0,74.35820895522389,303.4744977483959,LGALS9
GO_Biological_Process_2021,toll-like receptor 2 signaling pathway (GO:0034134),1/5,0.016886331477543,0.0901065720645942,0,0,74.35820895522389,303.4744977483959,LGALS9
GO_Biological_Process_2021,p38MAPK cascade (GO:0038066),1/5,0.016886331477543,0.0901065720645942,0,0,74.35820895522389,303.4744977483959,LGALS9
GO_Biological_Process_2021,regulation of neutrophil degranulation (GO:0043313),1/5,0.016886331477543,0.0901065720645942,0,0,74.35820895522389,303.4744977483959,ITGB2
GO_Biological_Process_2021,regulation of postsynaptic density organization (GO:1905874),1/5,0.016886331477543,0.0901065720645942,0,0,74.35820895522389,303.4744977483959,ABI3
GO_Biological_Process_2021,protein K29-linked deubiquitination (GO:0035523),1/5,0.016886331477543,0.0901065720645942,0,0,74.35820895522389,303.4744977483959,TNFAIP3
GO_Biological_Process_2021,negative regulation of adaptive immune response (GO:0002820),1/5,0.016886331477543,0.0901065720645942,0,0,74.35820895522389,303.4744977483959,SAMSN1
GO_Biological_Process_2021,innate immune response (GO:0045087),4/302,0.0194990970177133,0.0947450374288015,0,0,4.117869127516778,16.213644869753963,LCK;SLA;CORO1A;TRIM22
GO_Biological_Process_2021,regulation of innate immune response (GO:0045088),2/64,0.0200521358214471,0.0947450374288015,0,0,9.711632453567937,37.966846321627926,TNFAIP3;PTPN6
GO_Biological_Process_2021,plasma membrane organization (GO:0007009),2/64,0.0200521358214471,0.0947450374288015,0,0,9.711632453567937,37.966846321627926,BIN2;CXCR4
GO_Biological_Process_2021,negative regulation of Arp2/3 complex-mediated actin nucleation (GO:0034316),1/6,0.020229739174506,0.0947450374288015,0,0,59.48358208955224,232.0217507665365,GMFG
GO_Biological_Process_2021,negative regulation of cellular extravasation (GO:0002692),1/6,0.020229739174506,0.0947450374288015,0,0,59.48358208955224,232.0217507665365,PTGER4
GO_Biological_Process_2021,regulation of T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell (GO:2001188),1/6,0.020229739174506,0.0947450374288015,0,0,59.48358208955224,232.0217507665365,LGALS9
GO_Biological_Process_2021,negative regulation of lamellipodium organization (GO:1902744),1/6,0.020229739174506,0.0947450374288015,0,0,59.48358208955224,232.0217507665365,ABI3
GO_Biological_Process_2021,positive regulation of immune response to tumor cell (GO:0002839),1/6,0.020229739174506,0.0947450374288015,0,0,59.48358208955224,232.0217507665365,HLA-DRB1
GO_Biological_Process_2021,negative regulation of myeloid leukocyte mediated immunity (GO:0002887),1/6,0.020229739174506,0.0947450374288015,0,0,59.48358208955224,232.0217507665365,LGALS9
GO_Biological_Process_2021,regulation of excitatory synapse assembly (GO:1904889),1/6,0.020229739174506,0.0947450374288015,0,0,59.48358208955224,232.0217507665365,ABI3
GO_Biological_Process_2021,negative regulation of toll-like receptor 2 signaling pathway (GO:0034136),1/6,0.020229739174506,0.0947450374288015,0,0,59.48358208955224,232.0217507665365,TNFAIP3
GO_Biological_Process_2021,lipoxin metabolic process (GO:2001300),1/6,0.020229739174506,0.0947450374288015,0,0,59.48358208955224,232.0217507665365,ALOX5AP
GO_Biological_Process_2021,T-helper 17 cell lineage commitment (GO:0072540),1/6,0.020229739174506,0.0947450374288015,0,0,59.48358208955224,232.0217507665365,LY9
GO_Biological_Process_2021,regulation of long-chain fatty acid import across plasma membrane (GO:0010746),1/6,0.020229739174506,0.0947450374288015,0,0,59.48358208955224,232.0217507665365,ACSL5
GO_Biological_Process_2021,positive regulation of T cell mediated immune response to tumor cell (GO:0002842),1/6,0.020229739174506,0.0947450374288015,0,0,59.48358208955224,232.0217507665365,HLA-DRB1
GO_Biological_Process_2021,protein deubiquitination involved in ubiquitin-dependent protein catabolic process (GO:0071947),1/6,0.020229739174506,0.0947450374288015,0,0,59.48358208955224,232.0217507665365,TNFAIP3
GO_Biological_Process_2021,negative regulation of amyloid precursor protein biosynthetic process (GO:0042985),1/6,0.020229739174506,0.0947450374288015,0,0,59.48358208955224,232.0217507665365,ITM2A
GO_Biological_Process_2021,positive regulation of ERK1 and ERK2 cascade (GO:0070374),3/172,0.0208317546528392,0.0968676591357026,0,0,5.397269003186163,20.89432222381095,GPR183;LGALS9;HLA-DRB1
GO_Biological_Process_2021,positive regulation of T cell proliferation (GO:0042102),2/66,0.0212428813584607,0.0980788352082124,0,0,9.407196969696969,36.23401509434124,HLA-DPB1;HLA-DPA1
GO_Biological_Process_2021,cell chemotaxis (GO:0060326),2/69,0.0230828770826961,0.1002595815272867,0,0,8.984622342831297,33.86002446746899,BIN2;CXCR4
