gene	logFC_malignant_minus_immune	tstat	pvalue	padj	n_malignant_clusters	n_immune_clusters
HLA-DRB5	-0.9528068339308111	-4.274227787656057	0.0012943792732490241	0.034256163962771216	4	12
ARRDC2	-0.36732870582192134	-4.176820712313693	0.0014517933239930319	0.034256163962771216	4	12
IL32	-0.8892455637308242	-4.274178011874461	0.0011481167967647761	0.034256163962771216	4	12
APOL3	-0.5049226087148653	-4.057463414906768	0.0011781158421664132	0.034256163962771216	4	12
ITGB2	-0.8606881347144755	-4.265966775835264	0.0013266679009777734	0.034256163962771216	4	12
AREG	-0.3877756150137104	-4.150631284542745	0.0015599162095147714	0.034256163962771216	4	12
ARHGAP15	-0.7571199885271773	-4.18474355361886	0.0012907739332156003	0.034256163962771216	4	12
CD37	-0.9364618269319716	-4.299263601950852	0.001252036781178192	0.034256163962771216	4	12
GPR183	-0.6263923226024267	-4.164286060013487	0.0014748630386294717	0.034256163962771216	4	12
CD69	-0.7944369816558116	-4.27062076552602	0.001305785954438594	0.034256163962771216	4	12
FGD3	-0.5473421107723133	-4.207909381137949	0.001459701340219969	0.034256163962771216	4	12
KLHDC7B	-0.17549624942676886	-4.206447828725868	0.0013634633157775962	0.034256163962771216	4	12
CMAHP	-0.47806256545304415	-4.414067187963623	0.0010075796036227939	0.034256163962771216	4	12
HCG26	-0.25487066450412615	-4.192328672698281	0.0009725308943959173	0.034256163962771216	4	12
LRRC61	-0.2918768384659331	-4.038778605949232	0.0013089077356360495	0.034256163962771216	4	12
C11orf21	-0.18534793135492433	-4.458017052834336	0.0009104779446606867	0.034256163962771216	4	12
CYTIP	-0.8213111969343051	-4.450904101111455	0.0009712918362049372	0.034256163962771216	4	12
SERPINE2	1.3068773334367179	4.397134925720633	0.001116185905451361	0.034256163962771216	4	12
ICAM2	-0.706083309928043	-4.39455146260058	0.0010679678870648083	0.034256163962771216	4	12
CD200R1	-0.2575134872575545	-4.1748207349104325	0.0015099989342805488	0.034256163962771216	4	12
SLC46A3	-0.30496398845992845	-3.9808924182339087	0.0014948534747968201	0.034256163962771216	4	12
ITM2A	-0.7574329635435237	-4.379444629614718	0.0010986998116562015	0.034256163962771216	4	12
CD70	-0.20108759237207616	-4.439576807645764	0.0009021923849895283	0.034256163962771216	4	12
ANO9	-0.3989866061437989	-4.457481898954937	0.0008291586460347661	0.034256163962771216	4	12
CEACAM21	-0.2367123862041717	-4.303033241128811	0.0010548864411073977	0.034256163962771216	4	12
NFKBID	-0.31404834551845423	-4.171475718494435	0.0012823379406607252	0.034256163962771216	4	12
PTGER4	-0.5034025953169987	-4.521045102366096	0.0008609847962711637	0.034256163962771216	4	12
ALOX5AP	-0.5597097498030714	-4.376667890048468	0.0010969030078204797	0.034256163962771216	4	12
RIPK3	-0.24422819553142797	-4.0159028963367005	0.0014073910055217127	0.034256163962771216	4	12
CD52	-0.899581868078091	-4.067947029702557	0.001577624261930066	0.034256163962771216	4	12
ARID5A	-0.39644844890777353	-4.179762122859237	0.0013399880045145366	0.034256163962771216	4	12
UCP2	-0.7653790288662254	-3.932916827964229	0.0015929116242688617	0.034256163962771216	4	12
ATP6V1F	0.5375229191725455	3.964515783194353	0.001438518619915617	0.034256163962771216	4	12
LOC100499489	-0.18264480806723515	-4.543751711377321	0.0009416326117882103	0.034256163962771216	4	12
CD48	-0.787413929991282	-4.4677683014854015	0.0009489796911017731	0.034256163962771216	4	12
SELL	-0.7384374875142754	-4.14622178473013	0.0015847991900369944	0.034256163962771216	4	12
MYO1G	-0.4668537862965232	-4.136990022267762	0.001647847004548492	0.03506057456486153	4	12
CD38	-0.4234567210275915	-3.9977443409531173	0.0020867339833076305	0.035151615705484834	4	12
BIN2	-0.5785396806445999	-4.079029762440012	0.001816951898325729	0.035151615705484834	4	12
PTPRCAP	-0.9252742343035099	-4.037997837065513	0.001944662019815788	0.035151615705484834	4	12
MPZL3	-0.23575716010370412	-3.8718679484673517	0.0018024872221472693	0.035151615705484834	4	12
GLRX	-0.5630449743359215	-4.14324613472697	0.0019619133431222954	0.035151615705484834	4	12
ATP6V0B	0.7283241772936447	4.127689420790857	0.0018018937577377078	0.035151615705484834	4	12
ERGIC3	0.5157684648965176	3.838495337705955	0.002052398242571426	0.035151615705484834	4	12
RAB4B	-0.29250934422300345	-3.9477661023415975	0.0019260569226968638	0.035151615705484834	4	12
SH2D3C	-0.6536190473873411	-4.104188713391117	0.0017186672544250879	0.035151615705484834	4	12
RPS6KA1	-0.4160537585458852	-3.9619733235900845	0.0020915211344763474	0.035151615705484834	4	12
RASSF5	-0.553557895767196	-4.060421485966167	0.0018579343155115473	0.035151615705484834	4	12
ICAM3	-0.46973942245908595	-3.8450960923605817	0.0018616190441485543	0.035151615705484834	4	12
PIM1	-0.4312738585654234	-3.901663387451792	0.0020189490311128214	0.035151615705484834	4	12
BEX5	-0.1287294928296933	-4.0014221261297465	0.0018863890848288413	0.035151615705484834	4	12
SDR42E1	-0.14092320110406448	-3.9167416888960314	0.0020253131120661345	0.035151615705484834	4	12
HLA-DMA	-0.7455703385019709	-3.9128015076107365	0.002025019991255551	0.035151615705484834	4	12
SP140	-0.5663509990964849	-4.019160447710802	0.0020113928491774166	0.035151615705484834	4	12
RGCC	-0.41728473890674894	-3.979643239817016	0.002063237347867973	0.035151615705484834	4	12
ITGB2-AS1	-0.4951344842775593	-4.036780336129228	0.001957424578014864	0.035151615705484834	4	12
HIST1H4A	-0.1147239331877894	-3.8711551262859714	0.0018080591539581879	0.035151615705484834	4	12
SNORA1	-0.13434391378743882	-3.844443930050381	0.001875641200799028	0.035151615705484834	4	12
P2RY8	-0.4529804163628578	-4.050835437157645	0.0017955326093954816	0.035151615705484834	4	12
RHOH	-0.6873924904693083	-4.076046623995696	0.001829039144611495	0.035151615705484834	4	12
TBC1D10C	-0.6761159529267767	-4.046819586079376	0.001922035152863605	0.035151615705484834	4	12
SELPLG	-0.6260779564892239	-4.045912845991517	0.0019254636465611068	0.035151615705484834	4	12
NHP2	0.6587000319604179	4.03780918206494	0.002249685831542833	0.03550824637181316	4	12
CXCR4	-0.9502154195554042	-3.7629841177613548	0.0021608537055369343	0.03550824637181316	4	12
FAM46C	-0.43983795342688187	-3.842252277259489	0.0022412277352271024	0.03550824637181316	4	12
TMEM154	-0.4791675577724131	-3.922326727269122	0.0023187931826706364	0.03550824637181316	4	12
GIMAP1-GIMAP5	-0.38454411305491687	-3.9469168798411407	0.0022832502588107173	0.03550824637181316	4	12
SLA	-0.7358006034117103	-3.94556814755366	0.0022671325090467395	0.03550824637181316	4	12
CYTH4	-0.4856043771542838	-3.9400505653791162	0.0023042200062228695	0.03550824637181316	4	12
SAMSN1	-0.5577933009021574	-3.9723840742818393	0.002180204790239937	0.03550824637181316	4	12
PVRIG	-0.5171899736390968	-3.933840401548805	0.0022669088005548956	0.03550824637181316	4	12
TNF	-0.3370519646904127	-3.9174647640064006	0.00218002893119021	0.03550824637181316	4	12
SCARNA9	-0.3579948213554763	-3.7781529453423097	0.002295222891428097	0.03550824637181316	4	12
LGALS9	-0.7201469318987387	-3.8708314893118327	0.002325790137353762	0.03550824637181316	4	12
HLA-DRA	-0.9072702371535614	-3.9009327466344033	0.002350093554480334	0.03560747809818688	4	12
ADORA2A	-0.3305501622626218	-3.882008818906033	0.0023971437803424547	0.03604727489236774	4	12
ANAPC11	0.6604859591495962	4.093628633463147	0.0024449378534902705	0.036491609753586125	4	12
CLTA	0.5968696107052467	3.8080060008209373	0.002498158034619152	0.036625088665280685	4	12
IL18R1	-0.34255598020405903	-3.8905896291315285	0.002508818573571727	0.036625088665280685	4	12
VAV1	-0.43325085548767045	-3.8942652084082274	0.0024967067123103726	0.036625088665280685	4	12
SYTL1	-0.40410308309795084	-3.8725869991679613	0.0025537958530038583	0.036745264071997956	4	12
HCST	-0.6536952221973593	-3.8794747800592293	0.002545704107227475	0.036745264071997956	4	12
SUSD3	-0.39715746183081196	-3.8465980570827694	0.0025891530922651676	0.03698790131807382	4	12
SLAMF1	-0.36264727296230853	-3.8485116357485163	0.0026315183251166396	0.037326501065484255	4	12
UQCRC1	0.5376827226629808	3.7821435007683295	0.002660076029046285	0.03737822018562623	4	12
FAM110A	-0.28447383371817553	-3.8101464374345575	0.0026725427432722753	0.03737822018562623	4	12
SNORD89	-0.11385515379088317	-3.700601268103932	0.0027861918811080398	0.03834975222213054	4	12
DPEP2	-0.29244786496441827	-3.823082064929622	0.002799531912215529	0.03834975222213054	4	12
ATP1B3	0.5744978327129195	3.703888325832354	0.002766054438824135	0.03834975222213054	4	12
LOC100130744	-0.1340342355786032	-3.6153700060931535	0.0028191165724978837	0.03835532751697801	4	12
PIK3IP1	-0.5998980441891232	-3.596963830309608	0.002944943931691547	0.03939240777923699	4	12
SNORA31	-0.08048116986629902	-3.7213204880761266	0.0029399404640013077	0.03939240777923699	4	12
CTRL	-0.1307465512831782	-3.586003132904635	0.002984028700065244	0.03939240777923699	4	12
PIK3R5	-0.44244944303181893	-3.746432536654821	0.0029938229912220113	0.03939240777923699	4	12
FERMT3	-0.5046072555529257	-3.70928972767302	0.0029916812403153886	0.03939240777923699	4	12
NAP1L2	-0.18619162174189466	-3.7214805715802663	0.0030316354900164154	0.03962922209171785	4	12
UXT	0.2406748548834637	3.6359776512493247	0.0030580135721773767	0.039714461976329565	4	12
NAALADL1	-0.22284324998918692	-3.7460959742817246	0.003294300656467619	0.04250710524474347	4	12
IL10RA	-0.5737843037093746	-3.688141861148052	0.003359883937573225	0.042801069268448726	4	12
PRR5L	-0.3066842217104005	-3.576000540612444	0.00333954693537884	0.042801069268448726	4	12
LY6G5C	-0.09758209772022534	-3.5282538086532433	0.0034397415633285093	0.04332832675359604	4	12
TNFRSF25	-0.4024413232712454	-3.7019229962465814	0.0034662661402876833	0.04332832675359604	4	12
FLJ12334	-0.17712385475190015	-3.6897403097277652	0.0034482021229805915	0.04332832675359604	4	12
LTB	-0.6782850746213469	-3.685680405739021	0.003564135423291592	0.044274974202380024	4	12
HIST1H3D	0.24225703677270347	4.224838415320875	0.0035933442475195596	0.0443622746607353	4	12
ZC3H12A	-0.2175100486512647	-3.6318831782820413	0.0036738033738873063	0.044802480169357395	4	12
LIME1	-0.40732000413081454	-3.6513768379885883	0.003671233608440395	0.044802480169357395	4	12
GPR68	-0.33539343996767085	-3.6507092279723934	0.0037071135013365076	0.04493470910710918	4	12
PTPLAD2	-0.2740673091550733	-3.478239864661153	0.0037704894665235855	0.0454275839340191	4	12
TSPAN2	-0.2046083136941278	-3.5773870468975155	0.003808646654603501	0.045612534785670664	4	12
SIT1	-0.4790756583832429	-3.6310572860626498	0.003938752902708205	0.04568300224381736	4	12
DENND1C	-0.44640537836250066	-3.5634113476422047	0.003951579694090201	0.04568300224381736	4	12
SNORA44	-0.09856427257436924	-3.446300087943115	0.003944336835751119	0.04568300224381736	4	12
RGS19	-0.44143905845514597	-3.459478499217578	0.0038975398510222403	0.04568300224381736	4	12
GNGT2	-0.24330633591961826	-3.6257000649866824	0.003940944789803109	0.04568300224381736	4	12
AQP3	-0.4808948740112582	-3.634815664499409	0.0038912896214010925	0.04568300224381736	4	12
PTGER2	-0.3102793740478734	-3.598554814559567	0.004142246305346161	0.04761202649823174	4	12
LY9	-0.5074610382284016	-3.5898408999309264	0.004203268418509359	0.04803735335439267	4	12
LOC283070	-0.24867591844963685	-3.4691157805996387	0.004244657131944858	0.048234740135737024	4	12
MIR155HG	-0.32791552804821933	-3.551338032293425	0.004270334175775319	0.048252363568082705	4	12
RARRES3	-0.5819982261177146	-3.496541694128526	0.004433778069931832	0.049071534380196256	4	12
RAB37	-0.3402524597116497	-3.532120958613871	0.004407536733497888	0.049071534380196256	4	12
P2RY10	-0.4546052756262962	-3.5634538996334193	0.004440973861407761	0.049071534380196256	4	12
MZB1	-0.212306655047594	-3.563701149173874	0.004419763027119004	0.049071534380196256	4	12
ADAM8	-0.34147208140774066	-3.500678676104775	0.004475232115437787	0.04917837489492074	4	12
NLRP2	-0.21863827044011414	-3.5402425439450433	0.004571615792220549	0.049454696331841526	4	12
COPS6	0.5568556438653262	3.701643266277067	0.004537127546641169	0.049454696331841526	4	12
LCK	-0.6789132117846639	-3.5458003934081583	0.004574559410695341	0.049454696331841526	4	12
APOD	1.253355935506131	4.061127546374462	0.0048450230486619655	0.052097022028623284	4	12
PRKCQ	-0.394652965708209	-3.4976193470214367	0.004925145685528253	0.05267535492543586	4	12
PATL2	-0.3112283695794068	-3.475098798881575	0.005022354677165604	0.053429305076229824	4	12
GADD45G	-0.11625538819419495	-3.4121600099303415	0.005197086189611235	0.053961850249718994	4	12
GPR174	-0.43155461985119614	-3.4765042902724685	0.005174170109529311	0.053961850249718994	4	12
FUT7	-0.16876153836963173	-3.4690251311870046	0.0051795746613619775	0.053961850249718994	4	12
CD27	-0.5920519922963577	-3.4811469243130566	0.005112891682538466	0.053961850249718994	4	12
MIR150	-0.10423260141633231	-3.424554655971144	0.005207318549097883	0.053961850249718994	4	12
GIMAP2	-0.40539305430271233	-3.306568034707098	0.005270823464792332	0.054338386234972495	4	12
FLT3LG	-0.35104030291930627	-3.4132542576265186	0.005393921910700586	0.0553222760071855	4	12
TNFSF8	-0.4703768589014281	-3.4349909601879767	0.005427384225880152	0.05538147169265461	4	12
IL15RA	-0.6451816204238081	-3.4066984591747302	0.005652735967959049	0.0573881824158279	4	12
RGS14	-0.2809655283733078	-3.515710873718656	0.005767352237785551	0.05796333907322161	4	12
FKSG29	-0.12527449691036616	-3.3798211979950765	0.005758222584831043	0.05796333907322161	4	12
LAT	-0.5356804884336529	-3.387753487626682	0.005803087180883126	0.058030871808831264	4	12
CD6	-0.4903768821028028	-3.4045558796063946	0.0058665417451188254	0.05837354970267487	4	12
DOK1	-0.2683584138514956	-3.2717685070391678	0.005905670645131673	0.058471986585462106	4	12
HLA-DQB1	-0.7778082538946199	-3.3913483508602202	0.006013776871425854	0.05860121862979777	4	12
TSPAN32	-0.24417346660679207	-3.377355167481378	0.00603592551886917	0.05860121862979777	4	12
OR2A7	-0.18716031333597455	-3.2346745891198765	0.00603525370715339	0.05860121862979777	4	12
SPINT2	-0.44495357478400654	-3.3842054155440047	0.006028523557698784	0.05860121862979777	4	12
ADRB2	-0.29140694937646117	-3.316973927864801	0.006202542400681667	0.059927945900305965	4	12
LOC606724	-0.2560518334444245	-3.3145703040889916	0.00627503231910385	0.060336849222152406	4	12
ANXA2R	-0.2691224766380155	-3.248120613384902	0.006307060474596732	0.06035464568992088	4	12
PSTPIP1	-0.43340482726386725	-3.3469503974053985	0.0064594401478595695	0.06093811460244877	4	12
RBM38	-0.1990812772831429	-3.197523447357455	0.00645487477138653	0.06093811460244877	4	12
EDARADD	-0.16378933685948346	-3.311790674736253	0.006404784918387492	0.06093811460244877	4	12
C10orf128	-0.33789787579904684	-3.341280659211462	0.00654651421367932	0.06118237582877869	4	12
WDR86-AS1	-0.138404366939499	-3.2407659100975814	0.006520788682133826	0.06118237582877869	4	12
GPR18	-0.3166512213906849	-3.2980695680998657	0.00690036823773535	0.06289772125760695	4	12
AMIGO2	-0.20498265950735145	-3.296818689467272	0.0068832729053291426	0.06289772125760695	4	12
CYSLTR1	-0.35966215071030827	-3.3222309665553085	0.006770913904683966	0.06289772125760695	4	12
COX7B	0.443648082265575	3.176931599455769	0.006929175353148759	0.06289772125760695	4	12
LGALS1	0.7982417460279393	3.293778909695158	0.006921255401715053	0.06289772125760695	4	12
OLFM2	-0.16533294549135394	-3.1768079195524597	0.006893514448049806	0.06289772125760695	4	12
DOK2	-0.4747650076381139	-3.3074264397099147	0.006950198198965568	0.06289772125760695	4	12
HIST3H2BB	0.15991370098141888	3.6365956688208274	0.0071218917597233216	0.06416118702453442	4	12
GRAP	-0.4684177363553195	-3.181757093938957	0.0073774672939375474	0.06587024369587095	4	12
ITGB7	-0.30654568142214955	-3.133241357141596	0.007346776547110812	0.06587024369587095	4	12
CD3D	-0.7398482927245456	-3.2693368591645595	0.007434398937754041	0.06608354611336925	4	12
CD3E	-0.7228745990843711	-3.2600735096917135	0.007585817463982339	0.0671311279998437	4	12
KCNA3	-0.3109341461459235	-3.256423689126232	0.00763193892894446	0.06724175267792476	4	12
SYTL3	-0.4212204257741408	-3.2060606276046926	0.007735363424465281	0.06785406512688842	4	12
ZAP70	-0.6200995400617717	-3.241778940976522	0.007838268061785296	0.06831300480072479	4	12
NELL2	-0.33686437314261364	-3.1867839955040917	0.00785599555208335	0.06831300480072479	4	12
CD247	-0.5528685664511355	-3.2332170073637805	0.007947433522411576	0.06851235795182394	4	12
DUSP2	-0.5047155692962509	-3.1244691589017832	0.007931431652565024	0.06851235795182394	4	12
KRTAP16-1	-0.10191901104530704	-3.2306143878684517	0.008006472991530069	0.06872509005605208	4	12
NUP62CL	-0.06386878949674321	-3.2161704455674847	0.00821484583481271	0.06963942391492217	4	12
RFFL	-0.21274856102028275	-3.14105610519219	0.008166773348831539	0.06963942391492217	4	12
MST4	-0.3376149406458118	-3.267515609555478	0.008217452021960815	0.06963942391492217	4	12
GPR171	-0.3535583758294125	-3.208165229658651	0.008301831219782731	0.07005764742432685	4	12
CCR7	-0.5416064818253241	-3.2025364152654556	0.008355604234398753	0.07021516163360297	4	12
IL7R	-0.5994793225109031	-3.193866012489463	0.008517762246844258	0.07089217755173674	4	12
CD2	-0.7183196643594952	-3.1933655713358475	0.008542507394984277	0.07089217755173674	4	12
UBASH3A	-0.3516191277466499	-3.19588254522009	0.008502657775385827	0.07089217755173674	4	12
CHI3L2	-0.44953466583751345	-3.108963417667335	0.00861785057022583	0.07122190553905645	4	12
S1PR1	-0.791514541497235	-3.184035079348455	0.008695606279213184	0.07144812984908613	4	12
LOC100130298	-0.21941420778903947	-3.1784014029555507	0.008716671841588508	0.07144812984908613	4	12
LPAR5	-0.31287524120012594	-3.162771347559206	0.008811917452476496	0.0719340200202163	4	12
TRAT1	-0.4353261340491197	-3.173434986469432	0.008853689845345398	0.07198121825484063	4	12
VNN2	-0.2877386360532169	-3.152195401499796	0.008978749805669052	0.07240927262636332	4	12
MSX2P1	-0.10201727837331588	-3.0797372599987094	0.00895990493424473	0.07240927262636332	4	12
GIMAP8	-0.5676560340660702	-3.1570450953591003	0.009110470733257527	0.07288376586606021	4	12
PLP2	0.5245977159318184	3.583122577222806	0.009102995070123205	0.07288376586606021	4	12
AMICA1	-0.4462967993514566	-3.1426911622732767	0.009265402292273553	0.07382790671134305	4	12
FNDC9	-0.12374480104554904	-3.079664983026372	0.00952883713171946	0.07562569152158302	4	12
CTSK	1.3160565901881025	4.025823334340648	0.009689521097589585	0.07599624390266341	4	12
CD226	-0.26546087976807536	-3.1231744647384088	0.009639092957291507	0.07599624390266341	4	12
PLEK	-0.5456973465773934	-3.1238377541521753	0.009653943131011145	0.07599624390266341	4	12
THEMIS	-0.37142989023045037	-3.114384111540369	0.00983129351214193	0.07650812071705781	4	12
HLA-DQA1	-0.7034727411387794	-3.113692192898706	0.009817975358687663	0.07650812071705781	4	12
C7orf29	-0.14819526688993068	-3.014769789955322	0.009877905583878107	0.07657291150293105	4	12
SH2D1A	-0.4700729601129786	-3.0992079382828153	0.010105061631985457	0.07803136395355566	4	12
HS3ST3B1	-0.2776850824978284	-2.9983493765463685	0.010316528875693714	0.07935791442841318	4	12
HIST1H2AG	0.18712255417632548	3.53812682662639	0.010436013452199975	0.079664224825954	4	12
FAM159A	-0.18987000443070978	-3.081981488421532	0.010419227298937489	0.079664224825954	4	12
SLC16A13	-0.2004938329124106	-2.9928416765087658	0.010504865924231083	0.07988491197133903	4	12
VCAM1	-0.39545819658906545	-3.0489178525651646	0.010586505654716138	0.0802008004145162	4	12
SNORA50	-0.12358900098597124	-3.0648878389885015	0.010757660178852832	0.08068515400903516	4	12
RAB39B	-0.17618808825970034	-2.9438829533874933	0.010752050362843634	0.08068515400903516	4	12
CD5	-0.4525436119910783	-3.0616368511623513	0.010793606864833877	0.08068515400903516	4	12
LOC645638	-0.18556228684766413	-3.050634923491309	0.010811810637210711	0.08068515400903516	4	12
HLA-DQA2	-0.6148963307615841	-3.049119032046175	0.01097823519597518	0.08162256651282661	4	12
ANKRD55	-0.25030516246260553	-3.0445818991292657	0.011059070712912483	0.08191904231787024	4	12
OASL	-0.315095836550801	-3.0213363025068567	0.011106359467149565	0.08196575252508903	4	12
GIMAP4	-0.6989787517164083	-3.068863951579205	0.01124220197689966	0.08236045404322095	4	12
FAAH2	-0.28064308514201747	-3.021616113472595	0.0112024456993259	0.08236045404322095	4	12
PSMD4	0.45457492932449806	3.335093882132658	0.011400150169262773	0.08321277495812243	4	12
APOBEC3H	-0.1784891284730591	-3.0082632057471006	0.011554615492517135	0.08371974534552333	4	12
DPP4	-0.4377942669334125	-3.0106158351156203	0.011595184730354983	0.08371974534552333	4	12
BTLA	-0.41361023052625207	-3.024074951087486	0.011552551488444463	0.08371974534552333	4	12
NDNL2	-0.14782701685835253	-3.192375370370192	0.011672464685833127	0.0839745660851304	4	12
CALHM2	-0.3451636804088526	-2.991926429076737	0.011759073730792755	0.08425362109830185	4	12
RGS9	-0.13363936328081644	-2.9269392511409027	0.011795506953762261	0.08425362109830185	4	12
CLNK	-0.16569099972431492	-2.998995000119814	0.012053553628374592	0.08579041728380492	4	12
LTA	-0.25214160781448525	-2.991658022433832	0.012228529657106274	0.0864207042905037	4	12
GRAPL	-0.23798035253036703	-2.904657788327768	0.01220983523453761	0.0864207042905037	4	12
SEMA4A	-0.30124686805768497	-2.968332878298042	0.01236206500327752	0.08705679579772903	4	12
MRPL42P5	-0.13543004965869013	-2.875633050019815	0.012428263734703647	0.08721588585756947	4	12
PPM1M	-0.33268018865189786	-2.9287124048576154	0.012573354834417853	0.08792555828264233	4	12
CH25H	-0.2997664647321632	-2.9400998641471943	0.012699163557519051	0.0884959132928157	4	12
FCRL3	-0.4444225217453026	-2.955688532108811	0.013052300906793619	0.09064097851940013	4	12
EFNA4	0.3108707427687212	3.7885216722268957	0.013112759054860005	0.09074573740387548	4	12
BATF	-0.4033922426111731	-2.913712545924229	0.013163395423102983	0.09078203740071024	4	12
ID3	-0.6527852897505877	-2.8329875326209195	0.013367615790026977	0.09095089021272308	4	12
